"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2724393","2020-06-12 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2801996","2020-06-13 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2868182","2020-06-14 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2937755","2020-06-15 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","2997988","2020-06-16 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3074530","2020-06-17 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3155702","2020-06-18 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3234412","2020-06-19 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3319256","2020-06-20 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3411686","2020-06-21 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3496929","2020-06-22 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3592899","2020-06-23 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3694345","2020-06-24 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3771314","2020-06-25 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3862310","2020-06-26 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","3955952","2020-06-27 00:00:00","2020-05-22","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","4061692","2020-06-28 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","4167139","2020-06-29 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","4254176","2020-06-30 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","4338718","2020-07-01 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","4448176","2020-07-02 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","4553031","2020-07-03 00:00:00","","","","","","","","",""
"4.1.3 Cumulative Total Tests Conducted","Tests reported to Public Health","4680138","2020-07-04 00:00:00","","","","","","","","",""
"8.1.2 Deaths by Age","0-17","4039","","","DEATHS_PERCENT","","","","","","",""
"8.1.2 Deaths by Age","18-49","378","6","6","DEATHS_PERCENT","","","","","","",""
"8.1.2 Deaths by Age","50-64","1038","16.6","16.6","DEATHS_PERCENT","","","","","","",""
"8.1.2 Deaths by Age","65+","4848","77.4","77.4","DEATHS_PERCENT","","","","","","",""
"8.1.2 Deaths by Age","Missing","1","","","DEATHS_PERCENT","","","","","","",""
"8.1.1 Deaths by Ethnicity","American Indian or Alaska Native","0.004","0.004","23","American Indian or Alaska Native","Death %","","","","","",""
"8.1.1 Deaths by Ethnicity","Asian","0.143","0.143","880","Asian","Death %","","","","","",""
"8.1.1 Deaths by Ethnicity","Black","0.093","0.093","572","Black","Death %","","","","","",""
"8.1.1 Deaths by Ethnicity","Latino","0.42","0.42","2588","Latino","Death %","","","","","",""
"8.1.1 Deaths by Ethnicity","White","0.32","0.32","1971","White","Death %","","","","","",""
"8.1.1 Deaths by Ethnicity","Other","0.011","0.011","70","Other","Death %","","","","","",""
"8.1.1 Deaths by Ethnicity","Multi-Race","0.006","0.006","34","Multi-Race","Death %","","","","","",""
"8.1.1 Deaths by Ethnicity","Native Hawaiian and other Pacific Islander","0.004","0.004","25","Native Hawaiian and other Pacific Islander","Death %","","","","","",""
"2.1.1 Deaths","6331","","","","","","","","","","",""
"2.1.2 Deaths Chg","2020-07-04","","","0.208327311112418","","true","","","","","",""
"2.1.2 Positive Cases Chg 14 day","cases","2020-07-04","480","","true","","","","","","",""
"2.1.2 Deaths Chg 14 day","2020-07-04","","","true","","","","","","","",""
"8.1.1 Cases by Ethnicity","American Indian or Alaska Native","343","0.002","0.002","American Indian or Alaska Native","Case %","","","","","",""
"8.1.1 Cases by Ethnicity","Asian","11013","0.064","0.064","Asian","Case %","","","","","",""
"8.1.1 Cases by Ethnicity","Black","7432","0.043","0.043","Black","Case %","","","","","",""
"8.1.1 Cases by Ethnicity","Latino","95380","0.555","0.555","Latino","Case %","","","","","",""
"8.1.1 Cases by Ethnicity","White","29598","0.172","0.172","White","Case %","","","","","",""
"8.1.1 Cases by Ethnicity","Other","25774","0.15","0.15","Other","Case %","","","","","",""
"8.1.1 Cases by Ethnicity","Multi-Race","1223","0.007","0.007","Multi-Race","Case %","","","","","",""
"8.1.1 Cases by Ethnicity","Native Hawaiian and other Pacific Islander","1029","0.006","0.006","Native Hawaiian and other Pacific Islander","Case %","","","","","",""
"4.1.2 Test Reported Chg","2020-07-05","true","","","0.0425625653976571","","","","","","",""
"2.1.2 Positive Cases Chg","cases","2020-07-04","40129160","842","","480","21.5132836072322","true","","","",""
"1.1 County Stats Bars","Los Angeles","","Positive Cases","Cases","Positive Cases","","","","","107256","107256",""
"1.1 County Stats Bars","Riverside","","Positive Cases","Cases","Positive Cases","","","","","21508","21508",""
"1.1 County Stats Bars","Orange","","Positive Cases","Cases","Positive Cases","","","","","19247","19247",""
"1.1 County Stats Bars","San Diego","","Positive Cases","Cases","Positive Cases","","","","","16166","16166",""
"1.1 County Stats Bars","San Bernardino","","Positive Cases","Cases","Positive Cases","","","","","14636","14636",""
"1.1 County Stats Bars","Alameda","","Positive Cases","Cases","Positive Cases","","","","","6737","6737",""
"1.1 County Stats Bars","Imperial","","Positive Cases","Cases","Positive Cases","","","","","6441","6441",""
"1.1 County Stats Bars","Fresno","","Positive Cases","Cases","Positive Cases","","","","","5999","5999",""
"1.1 County Stats Bars","Kern","","Positive Cases","Cases","Positive Cases","","","","","5231","5231",""
"1.1 County Stats Bars","Santa Clara","","Positive Cases","Cases","Positive Cases","","","","","5045","5045",""
"1.1 County Stats Bars","San Joaquin","","Positive Cases","Cases","Positive Cases","","","","","4807","4807",""
"1.1 County Stats Bars","Tulare","","Positive Cases","Cases","Positive Cases","","","","","4802","4802",""
"1.1 County Stats Bars","Sacramento","","Positive Cases","Cases","Positive Cases","","","","","4039","4039",""
"1.1 County Stats Bars","San Francisco","","Positive Cases","Cases","Positive Cases","","","","","3861","3861",""
"1.1 County Stats Bars","Ventura","","Positive Cases","Cases","Positive Cases","","","","","3687","3687",""
"1.1 County Stats Bars","Contra Costa","","Positive Cases","Cases","Positive Cases","","","","","3583","3583",""
"1.1 County Stats Bars","Stanislaus","","Positive Cases","Cases","Positive Cases","","","","","3572","3572",""
"1.1 County Stats Bars","San Mateo","","Positive Cases","Cases","Positive Cases","","","","","3532","3532",""
"1.1 County Stats Bars","Santa Barbara","","Positive Cases","Cases","Positive Cases","","","","","3520","3520",""
"1.1 County Stats Bars","Kings","","Positive Cases","Cases","Positive Cases","","","","","2509","2509",""
"1.1 County Stats Bars","Marin","","Positive Cases","Cases","Positive Cases","","","","","1962","1962",""
"1.1 County Stats Bars","Monterey","","Positive Cases","Cases","Positive Cases","","","","","1878","1878",""
"1.1 County Stats Bars","Solano","","Positive Cases","Cases","Positive Cases","","","","","1548","1548",""
"1.1 County Stats Bars","Sonoma","","Positive Cases","Cases","Positive Cases","","","","","1370","1370",""
"1.1 County Stats Bars","Merced","","Positive Cases","Cases","Positive Cases","","","","","1252","1252",""
"1.1 County Stats Bars","Placer","","Positive Cases","Cases","Positive Cases","","","","","796","796",""
"1.1 County Stats Bars","San Luis Obispo","","Positive Cases","Cases","Positive Cases","","","","","699","699",""
"1.1 County Stats Bars","Yolo","","Positive Cases","Cases","Positive Cases","","","","","615","615",""
"1.1 County Stats Bars","Madera","","Positive Cases","Cases","Positive Cases","","","","","568","568",""
"1.1 County Stats Bars","Santa Cruz","","Positive Cases","Cases","Positive Cases","","","","","466","466",""
"1.1 County Stats Bars","Napa","","Positive Cases","Cases","Positive Cases","","","","","426","426",""
"1.1 County Stats Bars","San Benito","","Positive Cases","Cases","Positive Cases","","","","","255","255",""
"1.1 County Stats Bars","Sutter","","Positive Cases","Cases","Positive Cases","","","","","225","225",""
"1.1 County Stats Bars","Butte","","Positive Cases","Cases","Positive Cases","","","","","224","224",""
"1.1 County Stats Bars","Lassen","","Positive Cases","Cases","Positive Cases","","","","","219","219",""
"1.1 County Stats Bars","El Dorado","","Positive Cases","Cases","Positive Cases","","","","","211","211",""
"1.1 County Stats Bars","Humboldt","","Positive Cases","Cases","Positive Cases","","","","","144","144",""
"1.1 County Stats Bars","Shasta","","Positive Cases","Cases","Positive Cases","","","","","135","135",""
"1.1 County Stats Bars","Glenn","","Positive Cases","Cases","Positive Cases","","","","","128","128",""
"1.1 County Stats Bars","Nevada","","Positive Cases","Cases","Positive Cases","","","","","125","125",""
"1.1 County Stats Bars","Yuba","","Positive Cases","Cases","Positive Cases","","","","","102","102",""
"1.1 County Stats Bars","Tehama","","Positive Cases","Cases","Positive Cases","","","","","92","92",""
"1.1 County Stats Bars","Lake","","Positive Cases","Cases","Positive Cases","","","","","86","86",""
"1.1 County Stats Bars","Colusa","","Positive Cases","Cases","Positive Cases","","","","","76","76",""
"1.1 County Stats Bars","Mendocino","","Positive Cases","Cases","Positive Cases","","","","","72","72",""
"1.1 County Stats Bars","Del Norte","","Positive Cases","Cases","Positive Cases","","","","","50","50",""
"1.1 County Stats Bars","Calaveras","","Positive Cases","Cases","Positive Cases","","","","","45","45",""
"1.1 County Stats Bars","Mono","","Positive Cases","Cases","Positive Cases","","","","","37","37",""
"1.1 County Stats Bars","Inyo","","Positive Cases","Cases","Positive Cases","","","","","32","32",""
"1.1 County Stats Bars","Amador","","Positive Cases","Cases","Positive Cases","","","","","31","31",""
"1.1 County Stats Bars","Siskiyou","","Positive Cases","Cases","Positive Cases","","","","","30","30",""
"1.1 County Stats Bars","Tuolumne","","Positive Cases","Cases","Positive Cases","","","","","30","30",""
"1.1 County Stats Bars","Mariposa","","Positive Cases","Cases","Positive Cases","","","","","28","28",""
"1.1 County Stats Bars","Plumas","","Positive Cases","Cases","Positive Cases","","","","","11","11",""
"1.1 County Stats Bars","Unassigned","","Positive Cases","Cases","Positive Cases","","","","","5","5",""
"1.1 County Stats Bars","Trinity","","Positive Cases","Cases","Positive Cases","","","","","2","2",""
"1.1 County Stats Bars","Alpine","","Positive Cases","Cases","Positive Cases","","","","","1","1",""
"1.1 County Stats Bars","Sierra","","Positive Cases","Cases","Positive Cases","","","","","1","1",""
"1.1 County Stats Bars","Modoc","","Positive Cases","Cases","Positive Cases","","","","","","",""
"1.1 County Stats Bars","Out Of Country","","Positive Cases","Cases","Positive Cases","","","","","","",""
"4.1.2 Test Reported Chg 14 day","2020-07-05","true","","","0.0634375353630954","","","","","","",""
